"number"|"type"|"state"|"u_change_outcome"|"u_approval_requested"|"approval"|"short_description"|"description"|"assignment_group"|"cmdb_ci"|"u_request_window_exception"|"start_date"|"end_date"|"work_start"|"work_end"|"risk"|"u_user_impact"|"u_technical_impact"
"CHG0044717"|"Standard"|"Closed"|"Implemented � Successful"|""|"Not Requested"|"Please unrack and decommission following Enterasys switches in HER Building"|"We've disabled the last active link going to HER Enterasys switch today.

All the Legacy Enterasys Switches in HER building are now offline.

Please unrack and decommission following Enterasys switches from HER building after monitoring for 2-3 days.

her5-k10
her4-k10
her3-k10
her2-k6
her2-k10
her-k6
her-k10
her-b5-4
her-b5-3
her-b5-2
her-b5-1

Warm Regards
Raj
"|"Network Engineering"|"her-b5-1"|"False"|"10/29/2020 15:00"|"10/29/2020 17:00"|"10/29/2020 15:00"|"10/29/2020 17:00"|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0044690"|"Normal"|"Closed"|"Implemented � Successful"|"10/22/2020 16:40"|"Approved"|"JIRA Cloud Go-Live"|"New JIRA Cloud is replacing with the on-prem JIRA instances (Kuali and Academic) to serve Applications team including Business Analysts, developers, UX designers, and data team. There is no deployment activity for this Go-Live and the 1st group (Experience USC Project Team) will be completed its on-boarding. "|"JIRA Cloud"|"JIRA Cloud"|"False"|"10/29/2020 9:30"|"10/29/2020 10:30"|"10/29/2020 9:30"|"10/29/2020 10:00"|"Medium"|"About 10 users will be on-boarded as Group 1 (Experience USC Project Team) by 10/29. Group 2 and Group 3 will be added between November to Spring, 2021. The total users are expected to be about 90 people in Applications team. "|"There will be no technical impact as there is no deployment activity. "
"CHG0044720"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"ServiceNow non-impacting scheduled maintenance"|"ServiceNow changes can be made without disruption to service.  There is no requirement to bring the system offline when moving update sets or uploading data.  This standard change is for non-disruptive functional changes and fixes.  Larger more complex changes that require communication, training and a large amount of testing will be done during low usage times."|"ServiceNow Team"|"ServiceNow"|"False"|"10/29/2020 8:00"|"10/29/2020 11:00"|""|""|"Low"|"Deployment of update sets do not impact users and will be able to continue working uninterrupted.  Larger update sets are scheduled outside of high usage times."|"None.  System will be available."
"CHG0044733"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"IPv4 reclamation - Academic Technology"|"We need to move the following websites to 68.181.x.x IP addressing 
blackboard.usc.edu
usc.edu.

Topic: CHG0044733 - IPv4 reclamation - Academic Technology 10/29
Time: Oct 29, 2020 06:00 AM Pacific Time (US and Canada)

Join Zoom Meeting
https://usc.zoom.us/j/96777093113?pwd=aGJaa0Z6R1BiWUFudjhYSmoxV2Q0UT09

Meeting ID: 967 7709 3113
Passcode: 856502
One tap mobile
+16699006833,,96777093113# US (San Jose)
+13462487799,,96777093113# US (Houston)"|"Firewall Services"|"cal-lb3"|"False"|"10/29/2020 6:00"|"10/29/2020 8:00"|"10/29/2020 6:00"|"10/29/2020 6:23"|"Low"|"No user impact, this should be transparent"|"This permits ITS to move away from the legacy 128.125.x.x IP addressing and over to 68.181.x.x "
"CHG0044735"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"Restore the HSC Internet traffic via the normal production path"|"Due to the dark fiber link outage today between HSV and 818 Downtown, Internet traffic for HSC campus has been re-routed via the UPC campus.
The link restored by itself at 12pm.

While on the troubleshooting call, NCP team scoped and cleaned up the fiber patch cables in HSV for this DF.
Engineering team has increased the TX power to 4.0db

If the link remains up and within the performance specs, we need to route the HSC traffic back via the HSV uplink.


Zoom Invite

Time: Oct 28, 2020 06:00 PM Pacific Time (US and Canada)

Join Zoom Meeting
https://usc.zoom.us/j/96841818506?pwd=T285WkZVLzcwUVE1cnRpNW41Z0hkUT09

Meeting ID: 968 4181 8506
Passcode: 142844
One tap mobile
+16699006833,,96841818506# US (San Jose)
+12532158782,,96841818506# US (Tacoma)

"|"Network Engineering"|"hsv-7280-br1"|"False"|"10/28/2020 18:00"|"10/28/2020 19:00"|"10/28/2020 17:03"|"10/28/2020 17:10"|"Low"|"None."|"Services restored to normal conditions.
"
"CHG0044655"|"Normal"|"Cancelled"|""|"10/14/2020 16:04"|"Approved"|"Decommission the following systems:  NS-REC1, NS-REC2, NS-DR-1, and Proxy at 128.125.255.147"|"The following systems will be decommissioned. There are other DNS systems already in use, and a new Proxy has been created. This is to move away from Legacy systems."|"Network Engineering"|"ntp.usc.edu"|"False"|"10/27/2020 22:00"|"10/28/2020 2:00"|""|""|"Medium"|"Systems using DNS/NTP/Proxy services pointing to these systems will not be able to obtain system time, or Domain name resolution. For Proxy, the system will be unable to reach the Internet. We are providing communications to let the user base know about this change.   We have new systems to provide to individuals who call in looking for support. "|"We have new systems in place for these services. This will permit us to remove older/legacy systems. "
"CHG0044727"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Add, Modify, Delete route announcement"|"In order to load balance across multiple ingress/egress points, route announcements need to be tweaked."|"Firewall Services"|"cal-7050A-bfw"|"False"|"10/27/2020 22:00"|"10/27/2020 22:15"|""|""|"Low"|"If routing change requested by customer, customer may see their routes moving from one path to another.  Traceroutes may be altered.  If implemented by Los Nettos engineering to improve performance, users might also see changes to their typical traceroutes."|"It is possible that after tweaking the route announcement, the desired result was not achieved, and then the change would be backed out. If however, the change is successful, traffic distribution will be improved."
"CHG0044728"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Deployment of workday - kfs integration for earch codes."|"Files to deploy:
Worday-ImportINT524.jbf
BC_WD_Reference_Tables.grf

FTP connection must also be st in the ftp configuration parameter file."|"Kuali Development"|"Kuali Financial System"|"False"|"10/27/2020 16:30"|"10/27/2020 17:00"|""|""|"Low"|""|""
"CHG0044723"|"Normal"|"Cancelled"|""|""|"Not Requested"|"Deployment of Workday -> KFs integration ETL to update earn code table in KFS."|"Files to deploy:
Worday-ImportINT524.jbf
BC_WD_Reference_Tables.grf

FTP connection must also be st in the ftp configuration parameter file."|"Kuali Development"|"Kuali Financial System"|"False"|"10/27/2020 16:00"|"10/27/2020 16:30"|""|""|"Low"|""|""
"CHG0044721"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"IP Decommission Project - Enterasys CAL-7100-11"|"This switch has only one uplink to CAL-7280-CL2:Et25
There are no host devices connected.

Decom this switch and default the uplink port on Arista switch.
=======================================
Annotations:
10/27 - Unracked in CTASK0011628  .
"|"Network Engineering"|"cal-7100-11"|"False"|"10/27/2020 13:00"|"10/30/2020 13:00"|""|""|"Low"|"There should be no user impact, as all services should have been moved or turned down."|"Retirement of old hardware should improve service delivery and reduce costs for maintenance."
"CHG0044719"|"Standard"|"Cancelled"|""|""|"Cancelled"|"Cancelled"|"Cancelled"|"ServiceNow Team"|"ServiceNow"|"False"|"10/27/2020 9:00"|"10/27/2020 9:10"|""|""|"Low"|"Users will begin to see calendar free-busy availability with colleagues in the other Office 365 tenant."|"None."
"CHG0044667"|"Normal"|"Implemented � Successful"|"Implemented � Successful"|"10/21/2020 13:25"|"Requested"|"IPv4 reclamation - Academic Technology"|"We need to move the following websites to 68.181.x.x IP addressing 

camel2.usc.edu
grs.usc.edu
api.usc.edu
atweb.usc.edu
cal-you.usc.edu
cal-my.usc.edu
web-app-prod.usc.edu
cmsys.usc.edu
my_443
web-app-test.usc.edu
ATS_grs-stg.usc.edu_443
AT_webreg-stg.usc.edu_443

Join Zoom Meeting
https://usc.zoom.us/j/95135369149?pwd=Q1JkY2NRcEMrSkErUTl1REN4UDN4QT09

Meeting ID: 951 3536 9149
Passcode: 616106
One tap mobile
+16699006833,,95135369149# US (San Jose)
+13462487799,,95135369149# US (Houston)"|"Firewall Services"|"cal-lb1"|"False"|"10/27/2020 5:00"|"10/27/2020 8:00"|"10/27/2020 4:00"|"10/27/2020 6:03"|"Low"|"No user impact, this should be transparent"|"This permits ITS to move away from the legacy 128.125.x.x IP addressing and over to 68.181.x.x "
"CHG0044684"|"Emergency"|"Closed"|"Implemented � with issues"|""|"Approved"|"Update IP routing and firewall rules/DNS/load balancer services for systems on 128.125.137.208/28 to new 68.181.14.0/28 IP block (IPv4 reclamation)"|"As a part of IPv4 reclamation, systems on 128.125.137.208/28 need to be re-IPed to 68.181.14.0/28 block. 128.125.137.208/28 resides behind MSG-LB4 with below path. 

CAL-7280-DL5(vrf:campus)#traceroute 128.125.137.209
traceroute to 128.125.137.209 (128.125.137.209), 30 hops max, 60 byte packets
 1  fwc01.usc.edu (128.125.255.190)  0.254 ms  0.202 ms  0.176 ms
 2  fwc01-its-r0.mgmt.usc.edu (192.168.150.21)  0.200 ms  0.182 ms  0.156 ms
 3  msg-lb4.usc.edu (128.125.253.94)  0.368 ms  0.659 ms  0.637 ms
 4  msg-rtr-1-out.usc.edu (128.125.137.209)  1.060 ms  1.002 ms  0.981 ms

This would be a collaborated change with platforms team needing to re-IP systems. 

Network Engineering - Update routing for 68.181.14.0/28 and point it to FWC01, DNS for hosts on 128.125.137.208/16 (once re-IPed )
Firewall Services - Update routing (fwc01 --> msg-lb4),  firewall rules, load balancer services/VIPs.
Platforms team - re-IP systems on 128.125.137.208/28 to 68.181.14.0/28 and perform tests.

Current hosts on 128.125.137.208/28 below:
128.125.137.209 - msg-rtr-1-out.usc.edu
128.125.137.210 - msg-rtr-2.usc.edu
128.125.137.212 - msg-rtr-4.usc.edu
128.125.137.217 - msg-rtr-2-out.usc.edu
128.125.137.219 - msg-rtr-1.usc.edu
128.125.137.220 - msg-rtr-4-out.usc.edu
128.125.137.222 - msg-scanner-gw.usc.edu

Current/New IP mapping attached. New IP block details below:
IP block - 68.181.14.0/28
GW - 68.181.14.1
SM - 255.255.255.240
DNS - 10.73.3.31 , 10.73.3.32

Note: NO impact on web registration for this change.

Zoom:
https://usc.zoom.us/j/91583293794?pwd=Umx2UzQ4ckF2Z3RZSGRBK05qK00zZz09
Meeting ID: 915 8329 3794
Passcode: 360871
"|"Network Engineering"|"CAL-7280-DL5"|"False"|"10/26/2020 22:00"|"10/27/2020 2:00"|"10/26/2020 22:00"|"10/27/2020 0:10"|"Medium"|"Minimum to no impact on services hosted on 128.125.137.208/28 (junk mails) .
-- No impact on Web registration services ---"|"supports IPv4 reclamation. "
"CHG0044716"|"Standard"|"Closed"|"Implemented � Successful"|""|"Approved"|"Add VLAN 1602 to SLB trunk for Viterbi RTH-7160-FL6/7:Eth49/3 "|"Adding, modifying and removing vlans is a requirement for business needs of the university and for the various schools which USC ITS supports.  These network needs can include growth, security,  redundancy, legacy environment removal and other  current events.

Add VLAN 1602 to SLB trunk for Viterbi RTH-7160-FL6/7:Eth49/3 "|"Network Engineering"|"RTH-7160-FL6"|"False"|"10/26/2020 13:10"|"10/26/2020 13:25"|"10/26/2020 13:10"|"10/26/2020 13:24"|"Low"|"Vlan  _______ added/modified/removed for network device(s) _____________ , no network outage required"|"Vlan  _______ configuration completed to enable/modify/remove for network device(s) _____________, no network outage required"
"CHG0044694"|"Standard"|"Implemented � Successful"|"Implemented � Successful"|""|"Approved"|"IP Reclamation - Provost"|"Decommission 128.125.80.0/24 and change IP Address on vlan 1822 from 128.125.215.251/29 to ip address 68.181.29.130/29. This vlan peering is between col5/col6 and Provost_VDOM."|"Network Engineering"|"cal-7060-col5"|"False"|"10/25/2020 5:00"|"10/25/2020 9:00"|"10/25/2020 5:00"|"10/25/2020 7:44"|"Low"|"A short outage of 3-5 mins is anticipated."|"128.125.x.x Cleanup."
"CHG0044699"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"IPv4 reclamation - cloudapps"|"We need to move the following websites to 68.181.x.x IP addressing:

cloudapps.usc.edu                        128.125.1.157   ->   68.181.1.157
cloudapps-test.usc.edu              128.125.1.182    ->   68.181.1.182
cloudapps-admin.usc.edu         128.125.1.183   ->   68.181.1.183


Join Zoom Meeting
https://usc.zoom.us/j/92870753266?pwd=OVhKU1VmV2doNExSdEtGa0RGbnRzZz09

Meeting ID: 928 7075 3266
Passcode: 493007
One tap mobile
+16699006833,,92870753266# US (San Jose)
+12532158782,,92870753266# US (Tacoma)

Dial by your location
        +1 669 900 6833 US (San Jose)
        +1 253 215 8782 US (Tacoma)
        +1 346 248 7799 US (Houston)
        +1 646 876 9923 US (New York)
        +1 301 715 8592 US (Germantown)
        +1 312 626 6799 US (Chicago)
Meeting ID: 928 7075 3266
Find your local number: https://usc.zoom.us/u/aNwgbcFr

Join by SIP
92870753266@zoomcrc.com

Join by H.323
162.255.37.11 (US West)
162.255.36.11 (US East)
115.114.131.7 (India Mumbai)
115.114.115.7 (India Hyderabad)
213.19.144.110 (Amsterdam Netherlands)
213.244.140.110 (Germany)
103.122.166.55 (Australia)
149.137.40.110 (Singapore)
64.211.144.160 (Brazil)
69.174.57.160 (Canada)
207.226.132.110 (Japan)
Meeting ID: 928 7075 3266
Passcode: 493007"|"Firewall Services"|"cal-lb1"|"False"|"10/23/2020 22:00"|"10/24/2020 2:00"|"10/23/2020 22:00"|"10/23/2020 22:35"|"Medium"|"No user impact, this should be transparent"|"This permits ITS to move away from the legacy 128.125.x.x IP addressing and over to 68.181.x.x "
"CHG0044701"|"Emergency"|"Closed"|"Implemented � Successful"|""|"Approved"|"Fix VMWare PSM Connections on vault.usc.edu"|"There are two PSM connectors for CyberArk, one for Flash, and one for HTML5.  Neither works properly right now.  Flash was disabled during some Chrome update, and HTML5 doesn't work with VMWare 6.7.  The CompuCom people are going to need to use this connector for their project, starting right away.  It hasn't seen as much use from the Platform team, since they can just copy and paste their password.

The HTML5 connector needs a small update to its script to find the login button.  The Flash connector needs a change to the Chrome security settings to allow each Flash server to use the plugin.  The Flash change may sever RDP connections during the hardening process."|"IAM PAM Ops"|"CyberVault"|"False"|"10/23/2020 19:00"|"10/23/2020 23:00"|"10/23/2020 19:00"|"10/23/2020 22:00"|"Low"|"There may be a temporary PSM disruption."|"People will be able to use flash and html5 vcenter connections."
